,detail_id,order_id,dishes_id,logicprn_name,parent_class_name,dishes_name,itemis_add,counts,amounts,cost,place_order_time,discount_amt,discount_reason,kick_back,add_inprice,add_info,bar_code,picture_file,emp_id
18,2928,413,610013,NA,NA,番茄炖秋葵,0,1.0,35.0,NA,2016-08-01 12:46:00,NA,NA,NA,0,NA,NA,caipu/302002.jpg,1147
19,2930,413,610032,NA,NA,长城窖酿解百纳红酒干红葡萄酒,0,1.0,35.0,NA,2016-08-01 12:48:00,NA,NA,NA,0,NA,NA,caipu/401001.jpg,1147
20,2932,413,609973,NA,NA,紫薯面包卷,0,1.0,20.0,NA,2016-08-01 12:49:00,NA,NA,NA,0,NA,NA,caipu/502003.jpg,1147
21,2934,413,610007,NA,NA,桂圆肉红豆八宝饭,0,1.0,39.0,NA,2016-08-01 12:50:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1147
22,2938,415,609964,NA,NA,避风塘炒蟹,0,1.0,48.0,NA,2016-08-01 12:51:00,NA,NA,NA,0,NA,NA,caipu/102004.jpg,1166
23,2935,413,609992,NA,NA,番茄炖牛腩,0,1.0,35.0,NA,2016-08-01 12:51:00,NA,NA,NA,0,NA,NA,caipu/201002.jpg,1147
24,2936,413,610012,NA,NA,香菇鹌鹑蛋,0,1.0,39.0,NA,2016-08-01 12:52:00,NA,NA,NA,0,NA,NA,caipu/302001.jpg,1147
25,2940,415,610064,NA,NA,花蛤蒸蛋,0,1.0,37.0,NA,2016-08-01 12:52:00,NA,NA,NA,0,NA,NA,caipu/104003.jpg,1166
26,2937,413,610023,NA,NA,啤酒鸭,0,1.0,48.0,NA,2016-08-01 12:53:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1147
27,2939,413,609931,NA,NA,焖猪手,0,1.0,58.0,NA,2016-08-01 12:54:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1147
28,2643,392,609930,NA,NA,豌豆薯仔猪骨汤,0,1.0,39.0,NA,2016-08-01 12:58:00,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1094
29,2942,415,609959,NA,NA,小炒羊腰,0,1.0,36.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/202005.jpg,1166
30,2652,392,609936,NA,NA,皮蛋瘦肉粥,0,1.0,16.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602002.jpg,1094
31,2650,392,609935,NA,NA,山药养生粥,0,1.0,19.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602001.jpg,1094
32,2943,415,609957,NA,NA,蒙古烤羊腿,0,1.0,48.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1166
33,2654,392,609937,NA,NA,冰糖红豆薏米粥,0,1.0,15.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602003.jpg,1094
34,2649,392,609934,NA,NA,芹菜炒腰花,0,1.0,18.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1094
35,2656,392,609938,NA,NA,小米南瓜粥,0,1.0,13.0,NA,2016-08-01 12:59:00,NA,NA,NA,0,NA,NA,caipu/602004.jpg,1094
36,2657,392,609939,NA,NA,香菇鸡肉粥,0,1.0,15.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1094
37,2664,392,609943,NA,NA,剁椒鱼头,0,1.0,55.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1094
38,2667,392,609945,NA,NA,农夫山泉NFC果汁100%橙汁,0,1.0,6.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1094
39,2665,392,609944,NA,NA,水煮鱼,0,1.0,65.0,NA,2016-08-01 13:00:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1094
40,2946,415,610016,NA,NA,五彩藕苗,0,1.0,35.0,NA,2016-08-01 13:01:00,NA,NA,NA,0,NA,NA,caipu/302005.jpg,1166
41,2669,392,609946,NA,NA,谷稻小庄 ,0,1.0,38.0,NA,2016-08-01 13:01:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1094
42,2675,392,609948,NA,NA,露露无糖杏仁露,0,1.0,7.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1094
43,2670,392,609947,NA,NA, 北冰洋汽水 ,0,1.0,5.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1094
44,2948,415,609930,NA,NA,豌豆薯仔猪骨汤,0,1.0,39.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/203001.jpg,1166
45,2677,392,609949,NA,NA,意文柠檬汁 ,0,1.0,13.0,NA,2016-08-01 13:02:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1094
46,2680,392,609950,NA,NA,大蒜苋菜,0,1.0,30.0,NA,2016-08-01 13:03:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1094
47,2684,392,609952,NA,NA,美妙绝伦之白莲花,0,1.0,29.0,NA,2016-08-01 13:04:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1094
48,2682,392,609951,NA,NA,炝炒大白菜,0,1.0,29.0,NA,2016-08-01 13:04:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1094
49,2689,392,609954,NA,NA,凉拌蒜蓉西兰花,0,1.0,29.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1094
50,2693,392,609956,NA,NA,孜然羊排,0,1.0,88.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/202002.jpg,1094
51,2687,392,609953,NA,NA,凉拌菠菜,0,1.0,27.0,NA,2016-08-01 13:05:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1094
52,2695,392,609957,NA,NA,蒙古烤羊腿,0,1.0,48.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1094
53,2950,415,609955,NA,NA,红酒炖羊肉,0,1.0,108.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202001.jpg,1166
54,2729,392,609968,NA,NA,油焖麻辣虾,0,1.0,65.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1094
55,2697,392,609958,NA,NA,香辣爆羊肝,0,1.0,28.0,NA,2016-08-01 13:06:00,NA,NA,NA,0,NA,NA,caipu/202004.jpg,1094
56,2952,415,610071,NA,NA, 42度海之蓝,0,1.0,99.0,NA,2016-08-01 13:07:00,NA,NA,NA,0,NA,NA,caipu/401004.jpg,1166
57,2733,392,609989,NA,NA,青岛啤酒罐装,0,1.0,7.0,NA,2016-08-01 13:07:00,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1094
58,2951,415,610011,NA,NA,白饭/大碗,0,1.0,10.0,NA,2016-08-01 13:07:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1166
59,2953,415,609945,NA,NA,农夫山泉NFC果汁100%橙汁,0,1.0,6.0,NA,2016-08-01 13:08:00,NA,NA,NA,0,NA,NA,caipu/404001.jpg,1166
60,2535,381,609996,NA,NA,牛尾汤,0,1.0,40.0,NA,2016-08-01 13:13:00,NA,NA,NA,0,NA,NA,caipu/201006.jpg,1243
61,2539,381,609994,NA,NA,独家薄荷鲜虾牛肉卷,0,1.0,45.0,NA,2016-08-01 13:13:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1243
62,2542,381,610012,NA,NA,香菇鹌鹑蛋,0,1.0,39.0,NA,2016-08-01 13:15:00,NA,NA,NA,0,NA,NA,caipu/302001.jpg,1243
63,2544,381,610047,NA,NA,西瓜胡萝卜沙拉,0,1.0,26.0,NA,2016-08-01 13:16:00,NA,NA,NA,0,NA,NA,caipu/301001.jpg,1243
64,3059,429,609968,NA,NA,油焖麻辣虾,0,1.0,65.0,NA,2016-08-01 13:17:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1452
65,3063,429,609962,NA,NA,倒立蒸梭子蟹,0,1.0,169.0,NA,2016-08-01 13:18:00,NA,NA,NA,0,NA,NA,caipu/102002.jpg,1452
66,3065,429,609943,NA,NA,剁椒鱼头,0,1.0,55.0,NA,2016-08-01 13:18:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1452
67,3067,429,609952,NA,NA,美妙绝伦之白莲花,0,1.0,29.0,NA,2016-08-01 13:20:00,NA,NA,NA,0,NA,NA,caipu/303003.jpg,1452
68,2546,381,609946,NA,NA,谷稻小庄 ,0,1.0,38.0,NA,2016-08-01 13:21:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1243
69,2549,381,610052,NA,NA,黄油曲奇饼干,0,1.0,16.0,NA,2016-08-01 13:22:00,NA,NA,NA,0,NA,NA,caipu/501001.jpg,1243
70,2551,381,610008,NA,NA,五色糯米饭(七色),0,1.0,35.0,NA,2016-08-01 13:23:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1243
71,3068,429,609948,NA,NA,露露无糖杏仁露,0,1.0,7.0,NA,2016-08-01 13:24:00,NA,NA,NA,0,NA,NA,caipu/404004.jpg,1452
72,3069,429,609947,NA,NA, 北冰洋汽水 ,0,1.0,5.0,NA,2016-08-01 13:24:00,NA,NA,NA,0,NA,NA,caipu/404003.jpg,1452
73,3070,429,609971,NA,NA,大理石奶油蛋糕,0,1.0,13.0,NA,2016-08-01 13:25:00,NA,NA,NA,0,NA,NA,caipu/502001.jpg,1452
74,3074,429,610072,NA,NA,53度茅台,0,1.0,128.0,NA,2016-08-01 13:26:00,NA,NA,NA,0,NA,NA,caipu/401005.jpg,1452
75,3077,429,610056,NA,NA,纸杯蛋糕,0,1.0,8.0,NA,2016-08-01 13:27:00,NA,NA,NA,0,NA,NA,caipu/501005.jpg,1452
76,3078,429,610007,NA,NA,桂圆肉红豆八宝饭,0,1.0,39.0,NA,2016-08-01 13:29:00,NA,NA,NA,0,NA,NA,caipu/601001.jpg,1452
77,3082,429,610044,NA,NA,木须豌豆,0,1.0,32.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/305003.jpg,1452
78,3080,429,610021,NA,NA,爆炒鸡翅,0,1.0,56.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/204004.jpg,1452
79,3079,429,609939,NA,NA,香菇鸡肉粥,0,1.0,15.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1452
80,3081,429,610023,NA,NA,啤酒鸭,0,1.0,48.0,NA,2016-08-01 13:31:00,NA,NA,NA,0,NA,NA,caipu/204006.jpg,1452
81,3083,429,609950,NA,NA,大蒜苋菜,0,1.0,30.0,NA,2016-08-01 13:34:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1452
82,3116,433,609978,NA,NA,爆炒鳝碌,0,1.0,55.0,NA,2016-08-01 13:38:00,NA,NA,NA,0,NA,NA,caipu/106003.jpg,1109
83,3117,433,609955,NA,NA,红酒炖羊肉,0,1.0,108.0,NA,2016-08-01 13:39:00,NA,NA,NA,0,NA,NA,caipu/202001.jpg,1109
84,3118,433,609965,NA,NA,葱姜炒蟹,0,1.0,109.0,NA,2016-08-01 13:41:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1109
85,3119,433,609989,NA,NA,青岛啤酒罐装,0,2.0,7.0,NA,2016-08-01 13:41:00,NA,NA,NA,0,NA,NA,caipu/403004.jpg,1109
86,3120,433,609944,NA,NA,水煮鱼,0,1.0,65.0,NA,2016-08-01 13:44:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1109
87,3121,433,609990,NA,NA,特醇嘉士伯啤酒罐装,0,2.0,6.0,NA,2016-08-01 13:46:00,NA,NA,NA,0,NA,NA,caipu/403005.jpg,1109
88,3122,433,609988,NA,NA,百威啤酒罐装,0,2.0,6.0,NA,2016-08-01 13:48:00,NA,NA,NA,0,NA,NA,caipu/403003.jpg,1109
89,3123,433,609942,NA,NA,辣炒鱿鱼,0,1.0,58.0,NA,2016-08-01 13:48:00,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1109
90,3124,433,610011,NA,NA,白饭/大碗,0,1.0,10.0,NA,2016-08-01 13:49:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1109
91,3127,433,610028,NA,NA,培根花菜,0,1.0,35.0,NA,2016-08-01 13:50:00,NA,NA,NA,0,NA,NA,caipu/304002.jpg,1109
92,3126,433,610050,NA,NA,番茄甘蓝,0,1.0,33.0,NA,2016-08-01 13:50:00,NA,NA,NA,0,NA,NA,caipu/301004.jpg,1109
93,4509,569,609963,NA,NA,盘蟹蒸蛋,0,2.0,55.0,NA,2016-08-01 17:06:00,NA,NA,NA,0,NA,NA,caipu/102003.jpg,1143
94,4513,569,609936,NA,NA,皮蛋瘦肉粥,0,5.0,16.0,NA,2016-08-01 17:16:00,NA,NA,NA,0,NA,NA,caipu/602002.jpg,1143
95,4516,569,609932,NA,NA,爆炒猪肝,0,2.0,68.0,NA,2016-08-01 17:18:00,NA,NA,NA,0,NA,NA,caipu/203003.jpg,1143
96,5453,655,609968,NA,NA,油焖麻辣虾,0,1.0,65.0,NA,2016-08-01 17:32:00,NA,NA,NA,0,NA,NA,caipu/101003.jpg,1268
97,5461,655,609957,NA,NA,蒙古烤羊腿,0,1.0,48.0,NA,2016-08-01 17:33:00,NA,NA,NA,0,NA,NA,caipu/202003.jpg,1268
98,5468,655,609946,NA,NA,谷稻小庄 ,0,1.0,38.0,NA,2016-08-01 17:33:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1268
99,5465,655,609953,NA,NA,凉拌菠菜,0,1.0,27.0,NA,2016-08-01 17:33:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1268
100,5470,655,610011,NA,NA,白饭/大碗,0,2.0,10.0,NA,2016-08-01 17:35:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1268
101,5471,655,609958,NA,NA,香辣爆羊肝,0,1.0,28.0,NA,2016-08-01 17:36:00,NA,NA,NA,0,NA,NA,caipu/202004.jpg,1268
102,4586,577,609966,NA,NA,芝士烩波士顿龙虾,0,1.0,175.0,NA,2016-08-01 17:37:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1150
103,5143,622,610043,NA,NA,肉丁茄子,0,1.0,39.0,NA,2016-08-01 17:40:00,NA,NA,NA,0,NA,NA,caipu/305002.jpg,1220
104,5142,622,609984,NA,NA,重庆特色油烧兔,0,1.0,69.0,NA,2016-08-01 17:40:00,NA,NA,NA,0,NA,NA,caipu/205004.jpg,1220
105,4588,577,609931,NA,NA,焖猪手,0,1.0,58.0,NA,2016-08-01 17:40:00,NA,NA,NA,0,NA,NA,caipu/203002.jpg,1150
106,4593,577,609934,NA,NA,芹菜炒腰花,0,1.0,18.0,NA,2016-08-01 17:41:00,NA,NA,NA,0,NA,NA,caipu/203005.jpg,1150
107,5472,655,609960,NA,NA,白胡椒胡萝卜羊肉汤,0,1.0,35.0,NA,2016-08-01 17:41:00,NA,NA,NA,0,NA,NA,caipu/202006.jpg,1268
108,5144,622,610025,NA,NA,番茄蛋汤,0,1.0,25.0,NA,2016-08-01 17:43:00,NA,NA,NA,0,NA,NA,caipu/204008.jpg,1220
109,5473,655,610010,NA,NA,白饭/小碗,0,2.0,1.0,NA,2016-08-01 17:44:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1268
110,4597,577,609953,NA,NA,凉拌菠菜,0,1.0,27.0,NA,2016-08-01 17:44:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1150
111,5145,622,610010,NA,NA,白饭/小碗,0,2.0,1.0,NA,2016-08-01 17:45:00,NA,NA,NA,0,NA,NA,caipu/601004.jpg,1220
112,5149,622,610052,NA,NA,黄油曲奇饼干,0,1.0,16.0,NA,2016-08-01 17:46:00,NA,NA,NA,0,NA,NA,caipu/501001.jpg,1220
113,5152,622,609949,NA,NA,意文柠檬汁 ,0,1.0,13.0,NA,2016-08-01 17:47:00,NA,NA,NA,0,NA,NA,caipu/404005.jpg,1220
114,4600,577,609954,NA,NA,凉拌蒜蓉西兰花,0,1.0,29.0,NA,2016-08-01 17:48:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1150
115,4604,577,609946,NA,NA,谷稻小庄 ,0,1.0,38.0,NA,2016-08-01 17:49:00,NA,NA,NA,0,NA,NA,caipu/404002.jpg,1150
116,4609,577,610008,NA,NA,五色糯米饭(七色),0,1.0,35.0,NA,2016-08-01 17:50:00,NA,NA,NA,0,NA,NA,caipu/601002.jpg,1150
117,5428,651,610039,NA,NA,培根紫菜卷,0,1.0,30.0,NA,2016-08-01 18:12:00,NA,NA,NA,0,NA,NA,caipu/105003.jpg,1593
118,5430,651,609981,NA,NA,桂圆枸杞鸽子汤,0,1.0,48.0,NA,2016-08-01 18:13:00,NA,NA,NA,0,NA,NA,caipu/205001.jpg,1593
119,5432,651,610031,NA,NA,糖醋蕃茄溜青花,0,1.0,33.0,NA,2016-08-01 18:17:00,NA,NA,NA,0,NA,NA,caipu/304005.jpg,1593
120,5437,651,610011,NA,NA,白饭/大碗,0,1.0,10.0,NA,2016-08-01 18:19:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1593
121,5440,651,610018,NA,NA,照烧鸡腿,0,1.0,16.0,NA,2016-08-01 18:20:00,NA,NA,NA,0,NA,NA,caipu/204001.jpg,1593
122,5875,694,609966,NA,NA,芝士烩波士顿龙虾,0,1.0,175.0,NA,2016-08-01 18:27:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1122
123,5876,694,609969,NA,NA,香辣腐乳炒虾,0,1.0,56.0,NA,2016-08-01 18:29:00,NA,NA,NA,0,NA,NA,caipu/101004.jpg,1122
124,5877,694,609944,NA,NA,水煮鱼,0,1.0,65.0,NA,2016-08-01 18:30:00,NA,NA,NA,0,NA,NA,caipu/103005.jpg,1122
125,5878,694,610019,NA,NA,白斩鸡,0,1.0,88.0,NA,2016-08-01 18:31:00,NA,NA,NA,0,NA,NA,caipu/204002.jpg,1122
126,5879,694,610069,NA,NA,50度古井贡酒,0,1.0,90.0,NA,2016-08-01 18:31:00,NA,NA,NA,0,NA,NA,caipu/401002.jpg,1122
127,5881,694,609999,NA,NA,鱼香肉丝拌面,0,1.0,18.0,NA,2016-08-01 18:32:00,NA,NA,NA,0,NA,NA,caipu/603003.jpg,1122
128,5880,694,609975,NA,NA,一品香酥藕,0,1.0,10.0,NA,2016-08-01 18:32:00,NA,NA,NA,0,NA,NA,caipu/502005.jpg,1122
129,5882,694,609965,NA,NA,葱姜炒蟹,0,1.0,109.0,NA,2016-08-01 18:35:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1122
130,5883,694,609993,NA,NA,百里香奶油烤红酒牛肉,0,1.0,178.0,NA,2016-08-01 18:36:00,NA,NA,NA,0,NA,NA,caipu/111.jpg,1122
131,5884,694,609950,NA,NA,大蒜苋菜,0,1.0,30.0,NA,2016-08-01 18:37:00,NA,NA,NA,0,NA,NA,caipu/303001.jpg,1122
132,3461,462,609935,NA,NA,山药养生粥,0,1.0,19.0,NA,2016-08-01 18:45:00,NA,NA,NA,0,NA,NA,caipu/602001.jpg,1187
133,3458,462,609965,NA,NA,葱姜炒蟹,0,1.0,109.0,NA,2016-08-01 18:45:00,NA,NA,NA,0,NA,NA,caipu/102005.jpg,1187
134,3462,462,609933,NA,NA,自制猪肉脯,0,1.0,48.0,NA,2016-08-01 18:46:00,NA,NA,NA,0,NA,NA,caipu/203004.jpg,1187
135,3465,462,609939,NA,NA,香菇鸡肉粥,0,1.0,15.0,NA,2016-08-01 18:46:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1187
136,3470,462,609954,NA,NA,凉拌蒜蓉西兰花,0,1.0,29.0,NA,2016-08-01 18:47:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1187
137,3467,462,609953,NA,NA,凉拌菠菜,0,1.0,27.0,NA,2016-08-01 18:47:00,NA,NA,NA,0,NA,NA,caipu/303004.jpg,1187
138,3481,462,610027,NA,NA,清炒菊花菜,0,1.0,30.0,NA,2016-08-01 18:48:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1187
139,3479,462,610028,NA,NA,培根花菜,0,1.0,35.0,NA,2016-08-01 18:48:00,NA,NA,NA,0,NA,NA,caipu/304002.jpg,1187
140,3484,462,610057,NA,NA,宝宝版牛肉肠粉,0,1.0,15.0,NA,2016-08-01 18:48:00,NA,NA,NA,0,NA,NA,caipu/604001.jpg,1187
141,3477,462,610004,NA,NA,南瓜芝士包,0,1.0,10.0,NA,2016-08-01 18:48:00,NA,NA,NA,0,NA,NA,caipu/503003.jpg,1187
142,3483,462,610035,NA,NA,黄尾袋鼠西拉子红葡萄酒,0,1.0,46.0,NA,2016-08-01 18:48:00,NA,NA,NA,0,NA,NA,caipu/402004.jpg,1187
143,3475,462,609998,NA,NA,清爽拌凉面,0,1.0,15.0,NA,2016-08-01 18:48:00,NA,NA,NA,0,NA,NA,caipu/603002.jpg,1187
144,3486,462,610009,NA,NA,黑米恋上葡萄,0,1.0,33.0,NA,2016-08-01 18:49:00,NA,NA,NA,0,NA,NA,caipu/601003.jpg,1187
145,3411,458,610063,NA,NA,蒜香辣花甲,0,1.0,45.0,NA,2016-08-01 19:27:00,NA,NA,NA,0,NA,NA,caipu/104002.jpg,1455
146,3413,458,609943,NA,NA,剁椒鱼头,0,1.0,55.0,NA,2016-08-01 19:28:00,NA,NA,NA,0,NA,NA,caipu/103004.jpg,1455
147,3418,458,609954,NA,NA,凉拌蒜蓉西兰花,0,1.0,29.0,NA,2016-08-01 19:28:00,NA,NA,NA,0,NA,NA,caipu/304001.jpg,1455
148,3416,458,610044,NA,NA,木须豌豆,0,1.0,32.0,NA,2016-08-01 19:28:00,NA,NA,NA,0,NA,NA,caipu/305003.jpg,1455
149,3415,458,609942,NA,NA,辣炒鱿鱼,0,1.0,58.0,NA,2016-08-01 19:28:00,NA,NA,NA,0,NA,NA,caipu/103003.jpg,1455
150,3422,458,610017,NA,NA,酸辣藕丁,0,1.0,33.0,NA,2016-08-01 19:29:00,NA,NA,NA,0,NA,NA,caipu/302006.jpg,1455
151,3419,458,609951,NA,NA,炝炒大白菜,0,1.0,29.0,NA,2016-08-01 19:29:00,NA,NA,NA,0,NA,NA,caipu/303002.jpg,1455
152,3423,458,609939,NA,NA,香菇鸡肉粥,0,1.0,15.0,NA,2016-08-01 19:29:00,NA,NA,NA,0,NA,NA,caipu/602005.jpg,1455
153,3430,458,609983,NA,NA,干锅田鸡,0,1.0,88.0,NA,2016-08-01 19:30:00,NA,NA,NA,0,NA,NA,caipu/205003.jpg,1455
154,3428,458,609981,NA,NA,桂圆枸杞鸽子汤,0,1.0,48.0,NA,2016-08-01 19:30:00,NA,NA,NA,0,NA,NA,caipu/205001.jpg,1455
155,3427,458,609982,NA,NA,五香酱驴肉,0,1.0,52.0,NA,2016-08-01 19:30:00,NA,NA,NA,0,NA,NA,caipu/205002.jpg,1455
156,3433,458,610036,NA,NA,路易拉菲红酒干红,0,1.0,158.0,NA,2016-08-01 19:30:00,NA,NA,NA,0,NA,NA,caipu/402005.jpg,1455
157,3435,458,609964,NA,NA,避风塘炒蟹,0,1.0,48.0,NA,2016-08-01 19:31:00,NA,NA,NA,0,NA,NA,caipu/102004.jpg,1455
158,3441,458,610011,NA,NA,白饭/大碗,0,1.0,10.0,NA,2016-08-01 19:31:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1455
159,3516,467,609970,NA,NA,麻辣小龙虾,0,1.0,99.0,NA,2016-08-01 19:40:00,NA,NA,NA,0,NA,NA,caipu/101006.jpg,1213
160,3520,467,610004,NA,NA,南瓜芝士包,0,1.0,10.0,NA,2016-08-01 19:42:00,NA,NA,NA,0,NA,NA,caipu/503003.jpg,1213
161,3519,467,609994,NA,NA,独家薄荷鲜虾牛肉卷,0,1.0,45.0,NA,2016-08-01 19:42:00,NA,NA,NA,0,NA,NA,caipu/201004.jpg,1213
162,3525,467,610011,NA,NA,白饭/大碗,0,2.0,10.0,NA,2016-08-01 19:44:00,NA,NA,NA,0,NA,NA,caipu/601005.jpg,1213
163,4435,562,609966,NA,NA,芝士烩波士顿龙虾,0,1.0,175.0,NA,2016-08-01 19:44:00,NA,NA,NA,0,NA,NA,caipu/101001.jpg,1552
164,3528,467,609941,NA,NA,清蒸海鱼,0,1.0,78.0,NA,2016-08-01 19:45:00,NA,NA,NA,0,NA,NA,caipu/103002.jpg,1213
